Index	Tweet
1060	bom dia a iga estive problemas sérios de glicose e depressão virou uma roda viva depressa decepção açúcar alto dores .
1061	bom dia com muita dor e omeprazol .
1062	bom dia com omeprazol amor da minha vida quem tem gastrite ansiedade generalizada refluxo sabe que ele é o salvador da pátria .
1063	bom dia eu não ureia saber o nome da doença que te faz acordar cedo na férias .
1064	bom dia ja acordei tendo crise de ansiedade tomando captopril e vomitando tudo nice .
1065	bom dia pra quem acordou 2h30 da madrugada com o efeito do ibuprofeno passando e a cólica voltando com força total .
1066	bom dia pra quem dormiu no sofá e agr ta com dor .
1067	bom dia pra quem dormiu toda torta e agr nao ta aguentando de dor nas costas .
1068	bom dia pra quem ja acordou tomando dois omeprazol pra dar uma aliviada nas dor e poder tomar aquele cafezinho sossegada .
1069	bom dia pra quem tem alergia a dipirona que nem eu .
1070	bom dia pra quem vai tomar vacina de raiva .
1071	bom dia pra vcs que sentem dor com rinite coluna e nos quadris e tem mais de 84 anos como eu favor tomar dorflex e loratadina .
1072	bom dia rapazes lembrem se testosterona é hormônio e não doença você não precisa ser babaca só pq nasceu homem beijos de luz .
1073	bom dia sol calor verão e fluoxetina dose dobrada partiu ser feliz .
1074	bom é cafeína ansiedade é quase um par perfeito .
1075	bom meninas hj vou mostrar pra vcs meu kit depressão mt fluoxetina paroxetina rivotril e outros tarja preta vcs vão amar .
1076	bom o venlafaxina q era minha salvação n ta mais fazeno efeito infelizmente a morte me espera .
1077	bom pra dor assim é nimesulida acho q é assim q escreve .
1078	bom ridícula essa dependência de dopamina fácil de números e likes é tudo falso vamos nos apegar à realidade que seria .
1079	bom vou ter q tomar morfina pra minha colica passar nao vai ter jeito .
1080	bom vou tomar um banho agora pq ta mó calor e eu nao sou obrigada a ficar com calor .
1081	bora tomar bicarbonato de sódio pra azia pq ta mais barato que remédio .
1082	borboletando eu tô tomando fluoxetina pra parar de comer tudo o que eu comia e conseguir fazer dieta ansiedade é uma droga .
1083	borns dopamine é uma musica sobre ansiedade então https twitter com thingswork status 771075964503781377 .
1084	botei bicarbonato de sódio em cima da minha afta agr dei uma leve passeada no céu de tanta dor q senti .
1085	bouxian eu to tentando descobrir alguma coisa pra fazer porque dopamina é a melhor droga que eu posso ter pra melhorar a ansiedade .
1086	boxer diarreia esfregaço fecal revela excesso de bacilos tratamento com azitromicina .
1087	brasil vacina cura da dependencia química drogas política https youtu be yhc4lhys cc via youtube .
1088	brasileiros criam vacina contra dependência em cocaína só notícia boa http ln is sonoticiaboa com br h8mjh .
1089	brian johnson trouxe a testosterona para a banda após a morte de bon scott a banda ficou ainda mais incrível que balanço e atitude .
1090	bromoprida pro enjoo e tandrilax pras costas aqui funciona .
1091	bronquite ataca bombinha dor de cabeça paracetamol dor de estômago bromoprida omeprazol é hj .
1092	brother tem uns 6 ou 7 anos que arrumei alergia à anti inflamatórios não esteróides e à dipirona e só resisto bravamente a todo tipo de dor .
1093	brubsbrubsb sim o pra dor é urovit e o antibiótico levofloxacino parece q é bom tb .
1094	brunalmdr zolpidem resolve isso fácil fácil e não causa dependência .
1095	bruno lostt se a garganta estiver irritando toma nimesulida se é só dor toma dipirona tynenol ou ibuprofeno .
1096	buaaah agora eu não faço mais nada então qdo fico com cólica eu tomo o piroxicam pra ajudar com as dores .
1097	bupropiona era pra tratar a ansiedade e me deixa mais eletrico do que um pikachu .
1098	bupropiona me deixou sem dormir um tempo mas depois ajustou e me ajudou bastante mas a depressão segue reinando .
1099	burra demais pelo amor nimesulida pq é doença por vírus ai é antiflamatorio .
1100	buscofem era super fraco pra mim tô tomando piroxicam é um antiinflamatório na verdade mas funciona pra cólica muito bem .
1101	buscopan calor local meloxicam .
1102	buscopan com dipirona para cólica recomendo .
1103	buspirona pra tratar a ansiedade e rivotril pra dormi .
1104	cá estou com não sei o quê em minha coluna só sei que estou sentindo uma intensa dor e aparentemente nem 600 mg de ibuprofeno tá servindo .
1105	cabei de crê q mnha mãe gosta de mim meu nariz todo cortado doendo igual a morte ela mandou eu passar glicerina pensand q era óleo vegetal .
1106	cabei de ver que eu não posso tomar quetiapina com o remedio da doença de hoje que aumenta entre 300 a 500 o efeito .
1107	cacete que cólica dipirona não tá dando conta .
1108	cachaça de rapadura eh a cura e a doença na mesma coisa eh o álcool e a glicose perfeito .
1109	cada vez que vejo depressão sendo usada de forma errada é um paracetamol a mais que tenho vontade de engolir .
1110	cadê a minha fluoxetina pq tô espumando de raiva .
1111	cadê aquela vacina para dor seu farmaceutico se eu desmaiar da nada não .
1112	cade meu famoso calmante quando eu to com crise de ansiedade o famoso adesivo de nicotina .
1113	cadê meu lansoprazol pelo amor de deus eu tô chorando com essa dor miserenta .
1114	cadê meus paracetamol pra dor nas minhas pernas .
1115	cadê minha fluoxetina fluoxetina depressao .
1116	cadê minha metoclopramida não aguento de tanto enjôo dessa letícia aleidoamor .
1117	cadê minha morfina pra amenizar essa dor que é não poder te ter do meu lado .
1118	cade o sono nesse calor .
1119	café me dá azia mas cappuccino não então é minha única opção para cafeína skss gosto de chocolate diamante negro lembra vc q skkk .
1120	café todo comprimido de dor de cabeca contem cafeína .
1121	cafeína chega á ser uma doença quase https twitter com esplnowho status 795018354398470144 .
1122	cafeína dá enxaqueca ai eu fico alguns dias sem tomar e é só crise .
1123	cafeína demais nicotina demais insônia demais choro demais estresse demais dor demais paz de menos to um lixo eu preciso dormir .
1124	cafeína e ansiedade misturinha nota 10 pra manter um ser humano que só quer dormir hiper acordado .
1125	cafeína e nicotina as vezes é o melhor remédio p ansiedade .
1126	cafeína é uma luta entre felicidade e dor de cabeça .
1127	cafeína em remédio de enxaqueca e não consigo dormir .
1128	cafeína me da enxaqueca e eu acabo de tomar um balde de café com chocolate amargo top .
1129	cafeína nao é estresse e ansiedade talvez https twitter com malutrist status 792566059203198977 .
1130	cafeína não tá mais me fazendo bem que depressão agr .
1131	cafeína pakas no organismo agoro sofro de enjoo valeu gastrite .
1132	cafeína para o frio nicotina pra ansiedade .
1133	cahsaantoss prefere ficar sentindo dor grt toma cefalexina em 8 8 horas vai parar .
1134	cai nos três últimos degraus numa escada caracol de ferro é uma dor q não para .
1135	cainara é mt fresca só toma dipirona com sabor kkkk como se ele fosse passar minh cólica né .
1136	cálcio provoca ansiedade e medo do futuro acho que to ingerindo mto cálcio .
1137	calma com essa ansiedade pessoal fluoxetina tá aí pra isso .
1138	calor areia e dipirona https twitter com asks2you status 799078022334808064 .
1139	calor cólica e cafeína definem minha insônia rss .
1140	calor do caralho e tendo que ir tomar vacina ainda vou ter prova no final do dia esse sou eu amanhã aí vou chegar e não tem medico .
1141	calor eu durmo menos como menos tomo mais paracetamol fico mais mal humorado .
1142	calor infernal em floripa cuidado com seus anjos casinha ao sol ou canis com telhados de zinco ou eternit os http fb me 4u431zpp2 .
1143	calor tosse garganta seca perna berebenta nenem tomou vacina o governo temer nao da um minuto de descanso pro pobre .
1144	calor zinco bom ora ir pra buzios campos dos goytacazes https www instagram com p bnrnpolgb8c .
1145	camilasteffenm tônico de alho é bom pra queda e óleo de rícino é bom pra crescer mais rápido tem que cuidar pq tem gente que tem alergia .
1146	camilinha tomou três vacina ontem e hoje já chegou com febre tô morrendo de dó .
1147	campanha contra raiva vacina mais de 587 mil animais https goo gl 0mrxef pic twitter com eis7g4cvzt .
1148	cansada de ter alergia vou me render a vacina novamente .
1149	cansado virado quase tendo overdose de cafeína e um calor infernal se eu não desmaiar hoje eu não desmaio nunca mais .
1150	cansativo para um caralho leva alguma coisa pra comer porque glicose no sangue ajuda você a ficar concentrado e não coma mt no almoço .
1151	captainwyattt sim é caro mesmo dizem que oleo de ricino é mais barato e tem o mesmo efeito mas tem que ver se te dá alergia antes .
1152	captopril tem o próprio gosto da morte .
1153	cara a minha dependência em cafeína aumentou 400 nesses 3 meses de mba .
1154	cara eu não suporto mais tomar leite de magnésia e hidróxido de alumínio pra não morrer de dor de estômago preciso ir num gastro urgente .
1155	cara eu tenho alergia á penicilina será que posso tomar amoxicilina .
1156	cara minha ansiedade ta atacando meu estômago bem hard alguem de da um omeprazol pf .
1157	cara quando é que eu vou aprender eu não posso comer fritura comi e agora estou aqui precisando de um omeprazol que dor .
1158	cara que dor é essa cadê o dipirona .
1159	cara que raiva vou ter que voltar a tomar a vacina da alergia .
1160	caraca hj vai ser um dia de dor cólica três vacina de uma vez mais meu joelho arrebentado slc .
1161	caracolraivoso calma o coração whind pra vc não pegar a doença do caracol raivoso .
1162	caracterizada por um aumento anormal do açúcar ou glicose no sangue a diabete é uma doença crônica que necessita http fb me 7wybeyqke .
1163	caraio que azia do cão taca lê pau no omeprazol .
1164	caraio tirei os pontos e ainda me poseram nitrato de prata cá dor .
1165	caralho de buceta eu tenho ansiedade e a merda da minha fluoxetina acabou bem essa semana eu vou me matar .
1166	caralho fui beber a dipirona meu olho ta inchado kkkkkkkkkkkkk um olho grande e outro pequeno deu alergia braba .
1167	caralho mano eu falei milhões de vezes a yasminne tem alergia à ibuprofeno e nimesulida .
1168	caralho mano tô c os dois braço travado d dor por causa dessas maldita vacina q agonia .
1169	caralho o travesseiro do meu pai cheira a suor e testosterona e e quase tão ruim quanto o do meu irmão .
1170	caralho q dor de estômago hj nem o santo omeprazol ta ajudando .
1171	caralho q raiva tenho visão de raio x pra achar num monte de carne velha e cheia de glicerina a peste da fudida veia não miséria .
1172	caralho só de pensar que eu poderia estar na ansiedade da festa de formatura do 9 ano dá uma leve vontade de tomar mt paracetamol .
1173	caralhoooooou vou entrar em coma alcoólico facil kkkk aproveita e ja deixa um samu de prontidão porque vou tomar glicose kkk .
1174	caramba alergia a paracetamol .
1175	caramba nunca senti uma dor tão forte no estômago como hoje nem omeprazol adiantou .
1176	carbonato de lítio dá ansiedade ou eu só enlouqueci de vez .
1177	cariina ai que dó tem que ficar bom logo é uma merda só o itraconazol curar essa merda de doença .
1178	carol mendonca vc usou azitromicina pra que eu tomei ano passado pra acne .
1179	carolneri dica naramig naratriptana bem eficaz para dor que está instalada .
1180	carooline rosa compra nimesulida antiflamatório mt bom passa dor em 10 minutos ou menos .
1181	carros elétricos são como os cigarros com piteira ou baixo teor de nicotina que tentam adiar a morte do tabagismo http www1 folha uol com br colunas leaoserva 2016 12 1838443 carro eletrico e cigarro com piteira shtml cmpid comptw .
1182	casa de madeira calor morno barulho de chuva no teto de zinco a janela aberta .
1183	caso sejam análogos da testosterona sim excesso deste hormônio no corpo reduz a produção da hipófise e pode levar à disfunção .
1184	caso você esteja com dor de estômago meio copo de água e meia colher de bicarbonato de sódio aguarde que alivia senão vá ao médico .
1185	causa da morte overdose de dipirona sodica citrato de orfenadrina .
1186	causada pela combinação de oximoforna oxicodona analgésicos diazepam nordiazepam remédio para controlar a ansiedade e álcool pic twitter com tnch6xthxw .
1187	causas para tremor na pálpebra fadiga stress ingestão excessiva de cafeína muitas horas em frente ao computador noites mal dormidas .
