Sentença	 Span_1 	 Span_2 
eu tenho transtorno de ansiedade e tomo 60 mg de fluoxetina e 50 mg de donaren tem tratamentos mais fortes .	donaren	transtorno de ansiedade
tomei vacina pra caxumba e deu mo alergia aquela merda .	vacina	alergia
sem contar q a nicotina alivia estresse e ansiedade temporariamente mas vcs nao pensam nisso ne nao .	nicotina	ansiedade
sem contar q a nicotina alivia estresse e ansiedade temporariamente mas vcs nao pensam nisso ne nao .	nicotina	estresse
pra qualquer dor de estomago vc tem as seguintes opçoes neutralizar com bicarbonato de sodio ou produxir mais acidez por ex .	bicarbonato	dor
ver a bendita caixa de bombom no armário quase todo dia mãe tome a lactase e coma e o ldl e a glicose do meu sangue quem tira depois .	glicose	coma
achei um fluoxetina velho na bolsa e tomei se não melhorara ansiedade espero q pelo menos me mate amém .	fluoxetina	ansiedade
mas não há nenhum motivo para se ir ao su porque se tem uma febre e dores que passam com paracetamol ou ibuprofeno enfim .	ibuprofeno	febre
mas não há nenhum motivo para se ir ao su porque se tem uma febre e dores que passam com paracetamol ou ibuprofeno enfim .	paracetamol	febre
pensando seriamente em tomar dipirona mesmo me dando um sono de entrar em coma .	dipirona	sono
pensando seriamente em tomar dipirona mesmo me dando um sono de entrar em coma .	dipirona	coma
hoje foi o ibuprofeno que me salvou da dor de cabeça naramig não funcionou .	ibuprofeno	dor de cabeça
hoje foi o ibuprofeno que me salvou da dor de cabeça naramig não funcionou .	naramig	dor de cabeça
44 tem alergia a dipirona .	dipirona	alergia
eu pego a emilly no colo e sinto mais calor do que eu ja to de tanta febre que ela está tudo por causa dessa vacina .	vacina	febre
eu pego a emilly no colo e sinto mais calor do que eu ja to de tanta febre que ela está tudo por causa dessa vacina .	vacina	calor
já tentou tomar bromoprida me ajudava mt quando tinha enxaqueca .	bromoprida	enxaqueca
óleo de rícino para cílios cabelo celulite e acne quando funciona e como http www vix com pt beleza 537169 oleo de ricino para cilios cabelo celulite e acne quando funciona e como utm source twitter utm medium widgetup utm campaign sharing via vixcombrasil .	óleo de rícino	acne
óleo de rícino para cílios cabelo celulite e acne quando funciona e como http www vix com pt beleza 537169 oleo de ricino para cilios cabelo celulite e acne quando funciona e como utm source twitter utm medium widgetup utm campaign sharing via vixcombrasil .	óleo de rícino	celulite
óleo de rícino para cílios cabelo celulite e acne quando funciona e como http www vix com pt beleza 537169 oleo de ricino para cilios cabelo celulite e acne quando funciona e como utm source twitter utm medium widgetup utm campaign sharing via vixcombrasil .	óleo de rícino	acne
óleo de rícino para cílios cabelo celulite e acne quando funciona e como http www vix com pt beleza 537169 oleo de ricino para cilios cabelo celulite e acne quando funciona e como utm source twitter utm medium widgetup utm campaign sharing via vixcombrasil .	óleo de rícino	celulite
fui na farmácia e fiz uma feira to aqui toda lambuzada de pasta da água glicerina e pomada pra dor né possível que essa coceira não pare .	glicerina	dor
fui na farmácia e fiz uma feira to aqui toda lambuzada de pasta da água glicerina e pomada pra dor né possível que essa coceira não pare .	pomada	dor
fui na farmácia e fiz uma feira to aqui toda lambuzada de pasta da água glicerina e pomada pra dor né possível que essa coceira não pare .	pasta	dor
gente com dependência extrema de cafeína me add .	cafeína	dependência
que calor gente vo morre aqui na oficina com essas telhas de zinco .	zinco	calor
se eu fosse a brighton fingia que a siobhan morreu da mesma forma com a mesma fingiu sua morte e voltava a viver como brighton ringer .	ringer	morte
fui comprar uma vitamina c e um remédio de dor de cabeça e voltei com uma vitamina de 2 meses .	vitamina c	dor de cabeça
fui comprar uma vitamina c e um remédio de dor de cabeça e voltei com uma vitamina de 2 meses .	vitamina	dor de cabeça
timolol é pra dor de garganta .	timolol	dor de garganta
eu ficava morrendo num tinha omeprazol que aliviasse minha dor e sentia mt fome depois .	omeprazol	dor
eu ficava morrendo num tinha omeprazol que aliviasse minha dor e sentia mt fome depois .	omeprazol	fome
e to tomando nimesulida pra aliviar a dor e não ter inflamação .	nimesulida	inflamação
e to tomando nimesulida pra aliviar a dor e não ter inflamação .	nimesulida	dor
dê adeus ao inchaço e controle sua glicose com esta simples receita http vibe5 com saude de adeus ao inchaco e controle sua glicose com esta simples receita pic twitter com ojytjogqyq .	glicose	inchaço
dê adeus ao inchaço e controle sua glicose com esta simples receita http vibe5 com saude de adeus ao inchaco e controle sua glicose com esta simples receita pic twitter com ojytjogqyq .	glicose	inchaço
alecorreaalves kkkk mas eu só dei pt é diferente coma alcoolico é que tu desmaia e so acorda no hospital com glicose .	glicose	coma
doenças hipertrofia usa muito lipidios pelo cresce musculo fraco insuficiencia perda de sal na urina pouca glicose no sangue fraqueza .	sal	hipertrofia
doenças hipertrofia usa muito lipidios pelo cresce musculo fraco insuficiencia perda de sal na urina pouca glicose no sangue fraqueza .	sal	fraqueza
doenças hipertrofia usa muito lipidios pelo cresce musculo fraco insuficiencia perda de sal na urina pouca glicose no sangue fraqueza .	glicose	hipertrofia
doenças hipertrofia usa muito lipidios pelo cresce musculo fraco insuficiencia perda de sal na urina pouca glicose no sangue fraqueza .	glicose	fraqueza
impressionante minha dependência dos fármacos é só acabar a budesonida e o pantoprazol que eu fico todo cagado .	pantoprazol	dependência
impressionante minha dependência dos fármacos é só acabar a budesonida e o pantoprazol que eu fico todo cagado .	budesonida	dependência
um estudo recente demonstrou que o paracetamol tylenol popular remédio contra a dor .	tylenol	dor
um estudo recente demonstrou que o paracetamol tylenol popular remédio contra a dor .	paracetamol	dor
ontem à noite quase morri foi louco descobri no hospital que tenho alergia a dipirona pic twitter com zvedxez29v .	dipirona	alergia
tenho alergia a anticonecional então não tomo e nem posso tomar vacina .	vacina	alergia
omeprazol dura uma horinha e dai a dor volta assim num dá .	omeprazol	dor
hj eu vo leva o joca pra tomar vacina de alergia de novo toda terça vai ser isso agora .	vacina	alergia
to com dor de cabeça vou não meu apelido é dipirona crlh mlq se morre .	dipirona	dor de cabeça
depois fique com dor de cabeça de tanto chorar e tome um omeprazol para a gastrite nervosa https twitter com estebantavares status 750715556999860225 .	omeprazol	gastrite
depois fique com dor de cabeça de tanto chorar e tome um omeprazol para a gastrite nervosa https twitter com estebantavares status 750715556999860225 .	omeprazol	dor de cabeça
ser vegana é estar mto louca numa festa seus amgs tentando de dar glicose nao tem nada que vc coma e eles te dão um sachê de açúcar união .	glicose	coma
o se humano te xinga faz gol contra e sempre se fode mas quem toma vacina pra raiva é o cão .	vacina	raiva
tem dias que to vivendo a base de nimesulida e bebendo soro de laranja tudo culpa da dor de cabeça n aguento .	soro	dor de cabeça
tem dias que to vivendo a base de nimesulida e bebendo soro de laranja tudo culpa da dor de cabeça n aguento .	nimesulida	dor de cabeça
esqueci de tomar a vacina de alergia e tive crise o dia inteiro .	vacina	alergia
ácido retinóico tretinoína no combate a acne https www bloglovin com blog post 14608537 4793466354 on bloglovin .	tretinoína	acne
ácido retinóico tretinoína no combate a acne https www bloglovin com blog post 14608537 4793466354 on bloglovin .	ácido	acne
bom de ter um irmão mais velho é que eu sei que eu posso entrar em coma alcóolico que ele vai ir me buscar e vai me dar glicose kandjsnd .	glicose	coma
eu tenho alergia a dipirona maior parte dos remédios eu n posso tomar é horrível .	dipirona	alergia
já tomei 3 paracetamol e a dor de cabeça ainda não passou .	paracetamol	dor de cabeça
to tão desesperada de dor e sem meu remédio de cólica q eu tomei dipirona na esperança d amenizar .	dipirona	dor
desvantagens dos contraceptivos orais diminui testosterona logo cai a libido dá dor de cabeça trombose nas novinha inchaço .	testosterona	dor de cabeça
desvantagens dos contraceptivos orais diminui testosterona logo cai a libido dá dor de cabeça trombose nas novinha inchaço .	testosterona	inchaço
desvantagens dos contraceptivos orais diminui testosterona logo cai a libido dá dor de cabeça trombose nas novinha inchaço .	testosterona	trombose
genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo http www tiabeth com index php 2015 08 06 genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo v1l su2 pim twitter .	glicose	dor
genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo http www tiabeth com index php 2015 08 06 genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo v1l su2 pim twitter .	glicose	dor
genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo http www tiabeth com index php 2015 08 06 genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo v1l su2 pim twitter .	glicose	dor
genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo http www tiabeth com index php 2015 08 06 genteel nova lanceta para realizar testes de glicose sem dor em qualquer lugar no corpo v1l su2 pim twitter .	glicose	dor
tomei 50 gotas de dipirona se não passar a dor fudeu .	gotas	dor
tomei 50 gotas de dipirona se não passar a dor fudeu .	dipirona	dor
o cheiro do óleo de rícino me dar dor de cabeça .	óleo de rícino	dor de cabeça
minha glicose tá alta minha alergia atacando pena q eu não ligo vou comer mais um brigadeiro .	glicose	alergia
2 5 km de caminhada hoje como estamos com menos raiva bendita dopamina .	dopamina	raiva
encher o rabo de cafeína pra ver se para a dor se cabeça .	cafeína	dor
mas nem o paracetamol me derrubou hoje ansiedade bombando sos .	paracetamol	ansiedade
nicotina nicotina ta no meu pulmão corre nas minhas veias mata meu coração morte lenta asma feelings .	nicotina	asma
nicotina nicotina ta no meu pulmão corre nas minhas veias mata meu coração morte lenta asma feelings .	nicotina	morte
nicotina nicotina ta no meu pulmão corre nas minhas veias mata meu coração morte lenta asma feelings .	nicotina	asma
nicotina nicotina ta no meu pulmão corre nas minhas veias mata meu coração morte lenta asma feelings .	nicotina	morte
tinha duas opções 1 2 injeções uma em cada lado pra passar a dor ou 2 40 gotas de dipirona adivinha com qual eu fiquei .	gotas	dor
tinha duas opções 1 2 injeções uma em cada lado pra passar a dor ou 2 40 gotas de dipirona adivinha com qual eu fiquei .	dipirona	dor
queria dormir mas o sono foi embora já tomei 4 sertralina pra acalmar a ansiedade .	sertralina	ansiedade
queria dormir mas o sono foi embora já tomei 4 sertralina pra acalmar a ansiedade .	sertralina	sono
uso indevido da morfina causa o pior tipo de dependência afirma especialista http r7 com apcu .	morfina	dependência
migas o q toma pra dor de estomago refluxo e dor de estomago que nao seja omeprazol e derivados e genéricos .	omeprazol	dor
migas o q toma pra dor de estomago refluxo e dor de estomago que nao seja omeprazol e derivados e genéricos .	omeprazol	dor
acre vacina 98 87 do gado contra febre aftosa http www jornalatribuna com br p 99147 .	vacina	febre
paracetamol amiga ibuprofeno é mais pra febre e inflamação .	ibuprofeno	febre
paracetamol amiga ibuprofeno é mais pra febre e inflamação .	ibuprofeno	inflamação
paracetamol amiga ibuprofeno é mais pra febre e inflamação .	paracetamol	febre
paracetamol amiga ibuprofeno é mais pra febre e inflamação .	paracetamol	inflamação
nashataevo pois coma e tome e fique atenta ao estomago ao longo dos dias se sentr pesado ou dor ou coisa assim procura uns omeprazol .	omeprazol	dor
nashataevo pois coma e tome e fique atenta ao estomago ao longo dos dias se sentr pesado ou dor ou coisa assim procura uns omeprazol .	omeprazol	coma
serio e o q mesmo vocês pediam nestas manifestações ficadilma não né vai faltar sertralina e fluoxetinano sus para a depressão pós pato https twitter com sudornelles status 807028102958288901 .	sertralina	depressão
essa gente ama depressão até ter q tomar venlafaxina duas vezes por dia .	venlafaxina	depressão
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	paracetamol	alergia
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	paracetamol	dor de cabeça
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	dipirona	alergia
eu achava que tinha alergia a as paracetamol e dipirona ai fiz exame e aparentemente n deu qnd tenho dor de cabeça vou .	dipirona	dor de cabeça
meu resumo sobre drogas ta quase um quase todas aumentam a dopamina no núcleo acumbens causando dependência e manda lá um benzodiazepínico .	dopamina	dependência
tdah crianças que desafiam tdah raiva e risperidona http tdahcriancasquedesafiam blogspot com 2016 01 tdah raiva e risperidona html spref tw .	risperidona	raiva
tdah crianças que desafiam tdah raiva e risperidona http tdahcriancasquedesafiam blogspot com 2016 01 tdah raiva e risperidona html spref tw .	risperidona	raiva
